image,road_width_relative,sidewalk_ratio,parked_density
강원특별자치도_강릉시_입암동((이안강릉타운아파트앞교차로)_부근)_01.png,0.40979785,0.0,0
강원특별자치도_강릉시_포남동((송정아파트앞교차로)_부근)_01.png,0.36152357,0.0,3
강원특별자치도_강릉시_포남동(강릉시문화센터_부근)_01.png,0.37409353,0.2020546378010206,0
강원특별자치도_강릉시_포남동(남강초교_부근)_01.png,0.39348057,0.0,0
강원특별자치도_동해시_쇄운동(북삼새마을금고_한마음지점_부근)_01.png,0.3709932,0.0,0
강원특별자치도_동해시_쇄운동(청운문구완구랜드_부근)_01.png,0.37016803,0.2144237032227192,0
강원특별자치도_동해시_쇄운동(청운초교_부근)_01.png,0.0,0.0,1
강원특별자치도_동해시_쇄운동(청운초교_부근)_02.png,0.36706346,0.0,0
강원특별자치도_동해시_천곡동(천곡지구대_부근)_01.png,0.43404987,0.0,1
강원특별자치도_동해시_평릉동(동해코아루디오션아파트상가_부근)_01.png,0.3788003,0.24222911859099,0
강원특별자치도_삼척시_교동(정상로95_부근)_01.png,0.37528592,0.0,1
강원특별자치도_속초시_교동(대명늘푸른아파트_부근)_01.png,0.43511248,0.239319274983404,0
강원특별자치도_속초시_조양동(이기호가정의학과_부근)_01.png,0.37707788,0.0,0
강원특별자치도_양양군_현남면(창횟집_부근)_01.png,0.42653725,0.0,0
강원특별자치도_원주시_관설동(단관초교_부근)_01.png,0.39633504,0.2698057617330854,0
강원특별자치도_원주시_관설동(한우리정육점_부근)_01.png,0.35927534,0.0,0
강원특별자치도_원주시_단계동(OB광장_부근)_01.png,0.46209735,0.0,0
강원특별자치도_원주시_단계동(삼익아파트_부근)_01.png,0.45756036,0.23622771456667502,0
강원특별자치도_원주시_단계동(합동청사_사거리_부근)_01.png,0.38198063,0.22505349419943002,0
강원특별자치도_원주시_단구동(438교차로_부근)_01.png,0.46669385,0.0627493942476208,0
강원특별자치도_원주시_단구동(찍고바르고_부근)_01.png,0.39705062,0.0,0
강원특별자치도_원주시_단구동(현대2차아파트_부근)_01.png,0.42889634,0.3697108803311392,0
강원특별자치도_원주시_단구동(훼미리마트_부근)_01.png,0.4836657,0.09722222820451439,0
강원특별자치도_원주시_명륜동(만도프라자_부근)_01.png,0.4385576,0.0,0
강원특별자치도_춘천시_퇴계동((훼미리마트남춘천점앞교차로)_부근)_01.png,0.3563309,0.0,2
강원특별자치도_춘천시_퇴계동(남부초교_부근)_01.png,0.33752212,0.2396914559485728,0
강원특별자치도_춘천시_퇴계동(남부초교_부근)_02.png,0.3567483,0.24895541638179,0
강원특별자치도_춘천시_효자동((효제초등학교앞교차로)_부근)_01.png,0.40363377,0.0,1
강원특별자치도_춘천시_후평동((대한지적공사강원지사앞교차로)_부근)_01.png,0.37694597,0.0,0
강원특별자치도_횡성군_횡성읍(김혜숙미술학원_부근)_01.png,0.43140247,0.0,0
강원특별자치도_횡성군_횡성읍(성북초교_부근)_01.png,0.33960247,0.0,0
개산초교병설유치원_북쪽.png,0.0,0.1941966880650357,0
개산초등학교_북쪽.png,0.0,0.1941966880650357,0
개정초교병설유치원_북쪽.png,0.34414786,0.21535352476005118,0
개정초등학교_북쪽.png,0.34414786,0.21535352476005118,0
거모어린이집_북쪽.png,0.0,0.0,1
거점형공공직장어린이집_북쪽.png,0.3554375,0.20549884937148,0
건영장안유치원_북쪽.png,0.38415602,0.0,2
건원초등학교(병설)_북쪽.png,0.3484043,0.0,0
걸포초교_북쪽.png,0.3929305,0.3302476289784795,0
걸포초병설유치원_북쪽.png,0.3929305,0.3302476289784795,0
검단초등학교_북쪽.png,0.41032642,0.0,3
검산초교(병설)_북쪽.png,0.0,0.0,0
경기노총어린이집-1구간_북쪽.png,0.39584762,0.295828773458639,0
경기도_고양시_덕양구_고양동(파란들어린이집_부근)_01.png,0.47573417,0.27254081722751056,0
경기도_고양시_덕양구_주교동(주교7호어린이공원_부근)_01.png,0.43374103,0.0,0
경기도_고양시_덕양구_화정동(화정중앙공원_부근)_01.png,0.46392077,0.0,0
경기도_고양시_일산동구_백석동(알미공원사거리_부근)_01.png,0.4247305,0.0,3
경기도_고양시_일산동구_식사동(원중초교_부근)_01.png,0.3710373,0.22073276259834457,0
경기도_고양시_일산동구_풍동(숲속마을두산아파트_부근)_01.png,0.3350575,0.24954074239299798,0
경기도_고양시_일산서구_일산동(생각하는어린이집_부근)_01.png,0.0,0.0,1
경기도_고양시_일산서구_일산동(일산3동주민센터사거리_부근)_01.png,0.45484728,0.2793070822583825,0
경기도_고양시_일산서구_일산동(한뫼초교_부근)_01.png,0.3558246,0.22737492629004,0
경기도_고양시_일산서구_주엽동(문촌9단지사거리_부근)_01.png,0.4252931,0.18140547505619278,1
경기도_과천시_별양동(소방서삼거리_부근)_01.png,0.0,0.0,2
경기도_광명시_광명동(광명6동삼거리_부근)_01.png,0.0,0.0,1
경기도_광명시_광명동(광문초교사거리_부근)_01.png,0.46550816,0.208973027844958,0
경기도_광명시_광명동(대성부동산_부근)_01.png,0.30832732,0.0,0
경기도_광명시_광명동(은성상사_부근)_01.png,0.45628387,0.255745278033774,0
경기도_광명시_광명동(해동검도_부근)_01.png,0.44883043,0.067747695281652,2
경기도_광명시_소하동(소하사거리_부근)_01.png,0.40510386,0.22425787726806,1
경기도_광명시_소하동(충현초교_부근)_01.png,0.37988245,0.0,0
경기도_광명시_철산동(광명북초교_부근)_01.png,0.38815904,0.0,4
경기도_광명시_철산동(광명북초교_부근)_02.png,0.42047733,0.0,0
경기도_광명시_철산동(광북초교사거리_부근)_01.png,0.43471283,0.2298277731190728,0
경기도_광명시_철산동(성일하이츠_부근)_01.png,0.43365932,0.0,3
경기도_광주_경안동(경안동행정복지센터_부근)_01.png,0.44132262,0.0,1
경기도_광주_퇴촌면(도수초교_부근)_01.png,0.40255564,0.0,0
경기도_광주시_경안동(감초당약국_부근)_01.png,0.42778128,0.0,1
경기도_광주시_경안동(중앙로113_부근)_01.png,0.49040964,0.0,0
경기도_광주시_곤지암읍(곤지암중학교_부근)_01.png,0.3799619,0.2060441303299764,1
경기도_광주시_오포읍(광명초교_부근)_01.png,0.36957252,0.25047872864579,0
경기도_광주시_오포읍(광명초교_부근)_02.png,0.4486748,0.25820330168048,0
경기도_광주시_오포읍(매곡초교_부근)_01.png,0.5028647,0.0,0
경기도_광주시_오포읍(양벌초교_부근)_01.png,0.4084584,0.2275732611564135,0
경기도_광주시_중대동(광남초교_부근)_01.png,0.33089125,0.268331090266032,1
경기도_광주시_추자동(오포초등학교_부근)_01.png,0.0,0.327419878367653,0
경기도_광주시_추자동(오포초등학교_부근)_02.png,0.0,0.327419878367653,0
경기도_광주시_태전동((별이교앞)_부근)_01.png,0.44999617,0.207741922541922,0
경기도_광주시_태전동(광남동_행정복지센터_부근)_01.png,0.48448503,0.203711216442536,0
경기도_광주시_태전동(태성초교_부근)_01.png,0.46677732,0.24998228351310747,0
경기도_광주시_퇴촌면(도수초교_부근)_01.png,0.3739536,0.0,1
경기도_광주시_퇴촌면(도수초교_부근)_02.png,0.49623144,0.0,1
경기도_구리시_갈매동(산마루초교_부근)_01.png,0.39131403,0.236387524944175,0
경기도_구리시_교문동(부양초등학교_부근)_01.png,0.4684065,0.0,0
경기도_구리시_인창동(구리등기소_부근)_01.png,0.4386375,0.221902103319204,0
경기도_구리시_인창동(동인초교_부근)_01.png,0.37048626,0.25061809938344,0
경기도_군포시_금정동(금정초교사거리_부근)_01.png,0.34744275,0.2012398520042544,0
경기도_군포시_금정동(아론피아노학원_부근)_01.png,0.3537387,0.0,0
경기도_군포시_당동(교전공원_부근)_01.png,0.4184394,0.18354032654785998,0
경기도_군포시_당동(희망어린이집_부근)_01.png,0.36152244,0.0,1
경기도_군포시_산본동(광정초교_부근)_01.png,0.0,0.3005499367352425,0
경기도_군포시_산본동(산본초교입구사거리_부근)_01.png,0.37865764,0.07911752344142399,0
경기도_군포시_산본동(산본치안센터_부근)_01.png,0.0,0.0,1
경기도_군포시_산본동(서강대학교SLP영어학당영어문화원(주)_부근)_01.png,0.0,0.0,2
경기도_군포시_산본동(세종아파트_부근)_01.png,0.3954934,0.0,0
경기도_군포시_산본동(한숲사거리_부근)_01.png,0.38708645,0.23613708020093643,0
경기도_군포시_산본동(화산초교삼거리_부근)_01.png,0.3878121,0.0,1
경기도_김포시_구래동(구래역사거리_부근)_01.png,0.46112287,0.0,1
경기도_김포시_북변동(김포서초교_부근)_01.png,0.4661067,0.274543495228905,0
경기도_김포시_장기동(김포신영지웰아파트_부근)_01.png,0.3848043,0.180817313480331,1
경기도_김포시_통진읍(마송현대1차아파트_부근)_01.png,0.38559985,0.0,1
경기도_남양주시_가운동(가운초교_부근)_01.png,0.40859485,0.23030909475330721,0
경기도_남양주시_금곡동(우리은행(_남양주지점)_부근)_01.png,0.45819402,0.09097718782075201,1
경기도_남양주시_다산동(다산새봄초교_부근)_01.png,0.40807396,0.23994124598797098,0
경기도_남양주시_다산동(다산한강초교_부근)_01.png,0.39182216,0.0,0
경기도_남양주시_다산동(푸리마타워_부근)_01.png,0.4639982,0.0,2
경기도_남양주시_도농동((청수숯불갈비)_부근)_01.png,0.1933702,0.0,2
경기도_남양주시_별내동(별내신도시로데오사거리_부근)_01.png,0.42275625,0.0,0
경기도_남양주시_별내동(한별초교_부근)_01.png,0.45665777,0.0,0
경기도_남양주시_오남읍(상일빌딩_부근)_01.png,0.37914962,0.2336535187306308,0
경기도_남양주시_와부읍(덕소초교_부근)_01.png,0.38906723,0.2226521441132274,0
경기도_남양주시_와부읍(도곡보석불가마_부근)_01.png,0.0,0.0,1
경기도_남양주시_진건읍(진건면사무소_부근)_01.png,0.40213275,0.0,0
경기도_남양주시_진접읍(봉현로32_부근)_01.png,0.47552735,0.0,1
경기도_남양주시_진접읍(사랑가득어린이집_부근)_01.png,0.34803802,0.2080486298603856,1
경기도_남양주시_진접읍(유성가든_부근)_01.png,0.40760216,0.0,1
경기도_남양주시_진접읍(주공2단지아파트_107동_부근)_01.png,0.3779607,0.0,0
경기도_남양주시_진접읍(폴리프라자2입구_부근)_01.png,0.3674298,0.0,0
경기도_남양주시_퇴계원면(퇴계원역_부근)_01.png,0.42362303,0.217701022425984,0
경기도_남양주시_평내동((국민은행평내동점앞)_부근)_01.png,0.4325717,0.0,0
경기도_남양주시_호평동((대주파크빌앞)_부근)_01.png,0.37293857,0.20684778021115002,0
경기도_남양주시_호평동(이마트_남양주점_부근)_01.png,0.414886,0.22739124597429838,0
경기도_남양주시_호평동(호평동현대아이파크_부근)_01.png,0.3789022,0.0,0
경기도_남양주시_호평동(호평제일어린이집_부근)_01.png,0.47357154,0.0,0
경기도_남양주시_화도읍((송라초중교앞)_부근)_01.png,0.39681906,0.0,0
경기도_남양주시_화도읍((화도농협승리지점앞)_부근)_01.png,0.39258963,0.226841689888864,0
경기도_남양주시_화도읍(가곡초교_부근)_01.png,0.37959343,0.35328643617155464,0
경기도_남양주시_화도읍(삼익슈퍼마켓_부근)_01.png,0.41307712,0.0,1
경기도_남양주시_화도읍(송라초교앞_부근)_01.png,0.3669216,0.23375241123171903,0
경기도_동두천시_송내동(동부화재사거리_부근)_01.png,0.0,0.0,0
경기도_동두천시_지행동(개림프라자_부근)_01.png,0.0,0.0,0
경기도_부천시_범박동(범박지구대_부근)_01.png,0.39653558,0.0,0
경기도_부천시_범박동(범박초교_부근)_01.png,0.39653558,0.0,0
경기도_부천시_소사구_범박동(동남사거리_부근)_01.png,0.32381862,0.18797790838676579,1
경기도_부천시_소사구_소사본동(세일마트_부근)_01.png,0.36080313,0.0,1
경기도_부천시_소사구_소사본동(소중삼길사거리_부근)_01.png,0.409154,0.048780224329,2
경기도_부천시_소사구_송내동_심곡주공아파트_부근_01.png,0.40270072,0.0,0
경기도_부천시_소사구_심곡본동(부천남초교_부근)_01.png,0.35475928,0.0,0
경기도_부천시_소사구_심곡본동(부천남초교_부근)_02.png,0.41532254,0.2064649723199769,0
경기도_부천시_소사구_심곡본동(부천남초교_부근)_03.png,0.4442395,0.0,1
경기도_부천시_소사구_심곡본동(자연의아이들_탐구몬테소리어린이집_부근)_01.png,0.4630912,0.0,0
경기도_부천시_소사본동(소안공원_부근)_01.png,0.44748425,0.2429596792745016,0
경기도_부천시_심곡본동(심곡본1동주민센터_부근)_01.png,0.48685855,0.0,1
경기도_부천시_오정구_고강동(고강사거리_부근)_01.png,0.43256384,0.0,1
경기도_부천시_오정구_내동(도당소공원사거리_부근)_01.png,0.35183513,0.0,0
경기도_부천시_오정구_원종동(원종초교_부근)_01.png,0.36991477,0.0,0
경기도_부천시_오정동(우편집중국삼거리_부근)_01.png,0.41062492,0.0,0
경기도_부천시_원미구_상동(송내초교_부근)_01.png,0.47352847,0.1798014969553125,0
경기도_부천시_원미구_역곡동(동곡초교_부근)_01.png,0.3878234,0.0,0
경기도_부천시_원미구_역곡동(현대13차맨션_부근)_01.png,0.36837465,0.208629559867575,0
경기도_부천시_원미구_중동(부광초교_부근)_01.png,0.45666304,0.25724247900444,0
경기도_부천시_원미동(부천북초교_부근)_01.png,0.41080707,0.0,0
경기도_부천시_원미동(원미사거리_부근)_01.png,0.29100758,0.2157426978387226,0
경기도_부천시_중동(샛별어린이공원_부근)_01.png,0.38659444,0.0736756713943062,0
경기도_부천시_중동(심원초교_부근)_01.png,0.21688628,0.070826344193628,0
경기도_성남시_분당구_서현동(분당초교_부근)_01.png,0.45498955,0.31266251675381096,0
경기도_성남시_분당구_서현동(서현초교_부근)_01.png,0.49738237,0.20124459941410597,0
경기도_성남시_수정구_수진동(사랑어린이집_부근)_01.png,0.4032866,0.0,0
경기도_성남시_수정구_수진동(탄리사거리_부근)_01.png,0.37140125,0.315191038669804,0
경기도_성남시_수정구_신흥동(보건소삼거리_부근)_01.png,0.45543647,0.2264017022339,0
경기도_성남시_수정구_신흥동(숯골사거리_부근)_01.png,0.43530637,0.0,1
경기도_성남시_수정구_신흥동(예일병원사거리_부근)_01.png,0.46234804,0.2039503905848955,1
경기도_성남시_수정구_양지동(단대동우체국_부근)_01.png,0.4638208,0.0,1
경기도_성남시_수정구_태평동(금빛초교_부근)_01.png,0.0,0.0,1
경기도_성남시_수정구_태평동(금빛초교_부근)_02.png,0.43090808,0.0,0
경기도_성남시_수정구_태평동(삼성로얄빌라_부근)_01.png,0.37752324,0.0,0
경기도_성남시_수정구_태평동(성남초교_부근)_01.png,0.37576663,0.0,0
경기도_성남시_수정구_태평동(탄리사거리_부근)_01.png,0.0,0.0,1
경기도_성남시_수정구_태평동(태평고가사거리_부근)_01.png,0.0,0.0,0
경기도_성남시_수정구_태평동(태평오거리_부근)_01.png,0.16876972,0.0,0
경기도_성남시_수정구_태평동(태평초교_부근)_01.png,0.31291646,0.0,3
경기도_성남시_수정구_태평동(한전_사거리_부근)_01.png,0.31003833,0.0,1
경기도_성남시_수정구_태평동(한전_사거리_부근)_02.png,0.4899916,0.0932628318201318,0
경기도_성남시_중원구_금광동(금광카센타_부근)_01.png,0.42732817,0.0,0
경기도_성남시_중원구_금광동(썬빌라_부근)_01.png,0.42808002,0.0,0
경기도_성남시_중원구_금광동(우리치과의원_부근)_01.png,0.3718896,0.0,0
경기도_성남시_중원구_상대원동(상대원2동_주민센터_부근)_01.png,0.45635307,0.19536254801456002,0
경기도_성남시_중원구_상대원동(상대원시장앞_부근)_01.png,0.5129935,0.0,0
경기도_성남시_중원구_상대원동(우리집부동산_부근)_01.png,0.44067883,0.0,0
경기도_성남시_중원구_은행동(상대원시장앞_부근)_01.png,0.4687488,0.263799034494875,0
경기도_성남시_중원구_은행동(중부초교_부근)_01.png,0.4444471,0.038908404479587495,0
경기도_성남시_중원구_하대원동(피노키오음악학원_부근)_01.png,0.45399743,0.0,0
경기도_수원시_권선구_고색동(호매실초교_부근)_01.png,0.45797294,0.227889216970375,0
경기도_수원시_권선구_권선동(곡선초교_부근)_01.png,0.0,0.0,2
경기도_수원시_권선구_권선동(권선초교_부근)_01.png,0.5025375,0.0,0
경기도_수원시_권선구_권선동(재간령어린이공원_부근)_01.png,0.46979147,0.173304980953992,0
경기도_수원시_권선구_권선동(진성건업(주)_부근)_01.png,0.48400712,0.0,0
경기도_수원시_권선구_권선동(태장면고개사거리_부근)_01.png,0.45195797,0.0,0
경기도_수원시_권선구_세류동(신곡초교_부근)_01.png,0.37213594,0.20733891960269402,0
경기도_수원시_권선구_탑동(참산부인과_부근)_01.png,0.31705773,0.0,0
경기도_수원시_권선구_호매실동(호매실초교_부근)_01.png,0.44861257,0.2412695034585928,0
경기도_수원시_영통구_망포동(태장초교_부근)_01.png,0.40933788,0.21642500962495162,0
경기도_수원시_영통구_매탄동(동원컴퓨터게임장_부근)_01.png,0.37412602,0.24355882206902402,0
경기도_수원시_영통구_매탄동(매탄초교_효동초교_부근)_01.png,0.3689636,0.0,1
경기도_수원시_영통구_매탄동(신매탄사거리_부근)_01.png,0.45960474,0.23933354011659,0
경기도_수원시_영통구_매탄동(원천한국2차아파트_부근)_01.png,0.0,0.0,0
경기도_수원시_장안구_영화동(영복사거리_부근)_01.png,0.39984816,0.21910965793166998,0
경기도_수원시_장안구_영화동(화홍초교_부근)_01.png,0.37981725,0.0,1
경기도_수원시_장안구_영화동(화홍초교_부근)_02.png,0.35525846,0.0,1
경기도_수원시_장안구_영화동(화홍초교_부근)_03.png,0.40804407,0.05723031785742,0
경기도_수원시_장안구_정자동(동신아파트_부근)_01.png,0.0,0.0,3
경기도_수원시_장안구_정자동(효천초교사거리_부근)_01.png,0.46272027,0.27183646299347997,0
경기도_수원시_장안구_조원동(이천산업_부근)_01.png,0.44202265,0.0,0
경기도_수원시_장안구_조원동(천연화장품_부근)_01.png,0.4432385,0.0,2
경기도_수원시_장안구_천천동((주)웅진씽크빅_서수원지국_부근)_01.png,0.0,0.0,1
경기도_수원시_장안구_천천동(천천초교_부근)_01.png,0.47023278,0.2683405851527448,0
경기도_수원시_팔달구_화서동(화서오거리_부근)_01.png,0.48641405,0.204064942924017,0
경기도_시흥시_거모동(도일삼거리_부근)_01.png,0.3502758,0.0,3
경기도_시흥시_거모동(도일삼거리_부근)_02.png,0.31067452,0.0,1
경기도_시흥시_거모동(도일삼거리_부근)_03.png,0.23319021,0.0,1
경기도_시흥시_거모동(알곡감리교회_부근)_01.png,0.40104052,0.0,3
경기도_시흥시_거모동(훼미리마트(시흥늘푸른점)_부근)_01.png,0.0,0.0,0
경기도_시흥시_대야동(대야오거리_부근)_01.png,0.37346363,0.15845869118239078,0
경기도_시흥시_대야동(우성아파트_부근)_01.png,0.0,0.222512527540726,0
경기도_시흥시_신천동(동완하이츠맨션_부근)_01.png,0.34672195,0.0,0
경기도_시흥시_신천동(동진아파트_부근)_01.png,0.0,0.0,3
경기도_시흥시_신천동(시흥대로1049_부근)_01.png,0.3589444,0.16300407906213998,1
경기도_시흥시_신천동(신천사거리_부근)_01.png,0.35903564,0.0,0
경기도_시흥시_신천동(진영유치원_부근)_01.png,0.34524667,0.0,1
경기도_시흥시_월곶동(경민건설(주)_부근)_01.png,0.35898033,0.0,1
경기도_시흥시_은행동(사랑별어린이집_부근)_01.png,0.3496198,0.0,0
경기도_시흥시_은행동(은계_제3공영주차장_부근)_01.png,0.34727126,0.23318196132363297,0
경기도_시흥시_장곡동(숲속마을1단지_부근)_01.png,0.3893854,0.203480222471889,0
경기도_시흥시_장곡동(진말로9번길_부근)_01.png,0.20965445,0.0,1
경기도_시흥시_정왕동(럭키슈퍼_부근)_01.png,0.0,0.0,1
경기도_시흥시_정왕동(시화초교_부근)_01.png,0.351789,0.26132067474695553,0
경기도_시흥시_정왕동(큰솔공원_부근)_01.png,0.0,0.0,3
경기도_안산시_단원구_고잔동(안산중앙초교_부근)_01.png,0.35173827,0.0,2
경기도_안산시_단원구_고잔동(포도나무미술학원_부근)_01.png,0.4362486,0.0,1
경기도_안산시_단원구_선부동(기사촌사거리_부근)_01.png,0.42283586,0.0,1
경기도_안산시_단원구_선부동(석수초교_부근)_01.png,0.472472,0.2000470207579776,0
경기도_안산시_단원구_선부동(석수초교_부근)_02.png,0.46792334,0.0752108222752698,1
경기도_안산시_단원구_선부동(선부중학교_부근)_01.png,0.45501548,0.15854703400008,2
경기도_안산시_단원구_선부동(선일초교_부근)_01.png,0.4720211,0.2706571560585312,0
경기도_안산시_단원구_선부동(선일초교_부근)_02.png,0.42521158,0.205360929141664,0
경기도_안산시_단원구_선부동(선일초교사거리_부근)_01.png,0.4783122,0.2014199105006928,1
경기도_안산시_단원구_선부동(안산석수초교_부근)_01.png,0.46620035,0.0,2
경기도_안산시_단원구_선부동(안산석수초등학교_부근)_01.png,0.42782947,0.0,1
경기도_안산시_단원구_선부동(안산화정초교_부근)_01.png,0.39381298,0.19144329287411022,0
경기도_안산시_단원구_선부동(안산화정초교_부근)_02.png,0.3549397,0.0864125421261997,0
경기도_안산시_단원구_선부동(안산화정초교_부근)_03.png,0.47984585,0.19735828615921,0
경기도_안산시_단원구_선부동(안산화정초교_부근)_04.png,0.39253724,0.0,1
경기도_안산시_단원구_선부동(안산화정초교_부근)_05.png,0.47264582,0.0,0
경기도_안산시_단원구_선부동(젬마파크빌_부근)_01.png,0.43037462,0.0,1
경기도_안산시_단원구_선부동(화랑초교_부근)_01.png,0.43037987,0.16152773937146578,0
경기도_안산시_단원구_와동(덕인초교_부근)_01.png,0.37288117,0.0,2
경기도_안산시_단원구_와동(와동초교_부근)_01.png,0.48073995,0.0,1
경기도_안산시_단원구_와동(와동초교_부근)_02.png,0.37353224,0.26114420241957603,1
경기도_안산시_단원구_와동(와동초교_부근)_03.png,0.4165507,0.0,3
경기도_안산시_단원구_와동(화랑초교_부근)_01.png,0.45016336,0.0,0
경기도_안산시_단원구_와동(화정칠교_부근)_01.png,0.46180335,0.0,0
경기도_안산시_단원구_원곡동(근로복지공단_안산어린이집_부근)_01.png,0.45832556,0.0,5
경기도_안산시_단원구_초지동(별망초교_부근)_01.png,0.41948283,0.3571868685937072,0
경기도_안산시_단원구_초지동(옛날막창구이_부근)_01.png,0.41996515,0.0,3
경기도_안산시_단원구_초지동(주공14단지_교차로_부근)_01.png,0.4674868,0.26078555740753917,0
경기도_안산시_단원구_초지동(초지로사거리_부근)_01.png,0.44579494,0.0,1
경기도_안산시_단원구_초지동(초지초교_부근)_01.png,0.36704627,0.0,0
경기도_안산시_상록구_건건동(반월신협B_부근)_01.png,0.39366013,0.0,1
경기도_안산시_상록구_본오동(LG텔레콤본오점_부근)_01.png,0.43098003,0.0,0
경기도_안산시_상록구_본오동(광장웰빙사우나_부근)_01.png,0.46659863,0.0,2
경기도_안산시_상록구_본오동(반월신협본오지점_부근)_01.png,0.3646272,0.0,1
경기도_안산시_상록구_본오동(본오중B_부근)_01.png,0.43476737,0.0,2
경기도_안산시_상록구_본오동(본오초교_부근)_01.png,0.37719297,0.0,2
경기도_안산시_상록구_본오동(본오초교_부근)_02.png,0.32866162,0.0,2
경기도_안산시_상록구_본오동(본오초교_부근)_03.png,0.401191,0.0,1
경기도_안산시_상록구_본오동(본원초교_부근)_01.png,0.47997385,0.0,0
경기도_안산시_상록구_본오동(본원초교_부근)_02.png,0.47997385,0.0,0
경기도_안산시_상록구_본오동(본원초교_부근)_03.png,0.3552305,0.0,4
경기도_안산시_상록구_본오동(분오어린이공원_부근)_01.png,0.43318245,0.0,3
경기도_안산시_상록구_본오동(이호초교_부근)_01.png,0.4548467,0.07520163776141321,2
경기도_안산시_상록구_본오동(패랭이어린이공원_부근)_01.png,0.4113236,0.0,2
경기도_안산시_상록구_사동(감골로3_부근)_01.png,0.38003552,0.23981434479580502,0
경기도_안산시_상록구_사동(사동1299-8A_부근)_01.png,0.3832958,0.2025275739249352,1
경기도_안산시_상록구_사동(사동1333-13A_부근)_01.png,0.399081,0.23097117176762,0
경기도_안산시_상록구_사동(시립e편한세상상록어린이집_부근)_01.png,0.43465713,0.0,1
경기도_안산시_상록구_사동(초당초교_부근)_01.png,0.38888103,0.28742588439337263,0
경기도_안산시_상록구_사동(초당초교_부근)_02.png,0.39111513,0.202165600304928,0
경기도_안산시_상록구_사동(초당초등학교_부근)_01.png,0.4731381,0.0,3
경기도_안산시_상록구_수암동(선경드림타운_부근)_01.png,0.42059523,0.1991805837926749,3
경기도_안산시_상록구_수암동(수암마트약국_부근)_01.png,0.43856654,0.0,2
경기도_안산시_상록구_수암동(안산초교_부근)_01.png,0.43402982,0.0,0
경기도_안산시_상록구_이동(매화초교_부근)_01.png,0.45052272,0.0,1
경기도_안산시_상록구_일동(동신타운_부근)_01.png,0.35709715,0.2249785875324836,0
경기도_안산시_상록구_일동(정원하이츠_부근)_01.png,0.0,0.0,1
경기도_안산시_상록구_일동(푸른숲속어린이집_부근)_01.png,0.0,0.0,4
경기도_안산시_상록구_일동(호동초교_부근)_01.png,0.0,0.0,1
경기도_안성시_공도읍((맑은샘불한증막앞교차로)_부근)_01.png,0.33217406,0.0,0
경기도_안성시_공도읍(공도우림아파트_부근)_01.png,0.35059637,0.2757558786274912,1
