SFZN_ID,INST_NM,RDNMADR,LNMADR,INST_PURPS,CCTV_CNT,CCTV_PIXEL,PTGRF_INFO,CSTDY_DAY,INST_YYMM,PH_NUMBER,경도,위도,REF_DATE,ID_PRT
25,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.881980148,37.411508534,2021-11-26,0025-V-0003
25,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.88121955,37.414536052,2021-11-26,0025-V-0004
25,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.880981184,37.413912823,2021-11-26,0025-V-0005
49,광명시,경기도 광명시 성채로78번길 5,경기도 광명시 소하동 1385,다목적,1,0,360도전방면,,,182,126.877391971,37.432027316,2021-11-26,0049-V-0001
49,광명시,경기도 광명시 성채로78번길 5,경기도 광명시 소하동 1385,다목적,1,0,360도전방면,,,182,126.87727464,37.432482526,2021-11-26,0049-V-0002
24,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.885231317,37.434799959,2021-11-26,0024-V-0001
24,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.884604617,37.433544702,2021-11-26,0024-V-0002
5,광명시,경기도 광명시 오리로 402,경기도 광명시 소하동 904,생활방범,1,0,360도전방면,,,182,126.880903206,37.439203156,2021-11-26,0005-V-0001
5,광명시,경기도 광명시 오리로 402,경기도 광명시 소하동 904,생활방범,1,0,360도전방면,,,182,126.879289594,37.438747327,2021-11-26,0005-V-0002
25,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.881496186,37.415174528,2021-11-26,0025-V-0006
25,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,1,0,360도전방면,,,182,126.883234826,37.411994994,2021-11-26,0025-V-0007
17,광명시,경기도 광명시 안현로 16,경기도 광명시 하안동 649,다목적,1,0,360도전방면,,,182,126.874769305,37.463157788,2021-10-14,0017-V-0001
17,광명시,경기도 광명시 안현로 16,경기도 광명시 하안동 649,어린이보호,1,0,360도전방면,,,182,126.874299003,37.463725408,2021-10-14,0017-V-0002
31,광명시,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,다목적,1,0,360도전방면,,,182,126.876781736,37.461141622,2021-10-14,0031-V-0002
31,광명시,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,다목적,1,0,360도전방면,,,182,126.877911771,37.461397399,2021-10-14,0031-V-0001
26,광명시,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,어린이보호,1,0,360도전방면,,,182,126.870044932,37.463648256,2021-10-14,0026-V-0001
45,광명시,경기도 광명시 가람일로76,경기도 광명시 하안동 684-1,다목적,1,0,360도전방면,,,182,126.865618892,37.468542269,2021-10-14,0045-V-0001
23,광명시,경기도 광명시 도덕공원로 5,경기도 광명시 하안동 864-1,어린이보호,2,0,360도전방면,,,182,126.868813586,37.470021507,2021-10-14,0023-V-0002
23,광명시,경기도 광명시 도덕공원로 5,경기도 광명시 하안동 864-1,어린이보호,1,0,360도전방면,,,182,126.867064628,37.471283032,2021-10-14,0023-V-0001
47,광명시,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 496-3,다목적,1,0,360도전방면,,,182,126.865682909,37.471209951,2021-10-14,0047-V-0001
47,광명시,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 496-3,다목적,1,0,360도전방면,,,182,126.865543342,37.472315932,2021-10-14,0047-V-0002
46,광명시,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 496-3,다목적,1,0,360도전방면,,,182,126.86527199,37.47351712,2021-10-14,0046-V-0001
46,광명시,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 496-3,다목적,1,0,360도전방면,,,182,126.864156597,37.475010561,2021-10-14,0046-V-0002
3,광명시,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 496-3,다목적,1,0,360도전방면,,,182,126.867177422,37.473462063,2021-10-14,0004-V-0001
26,광명시,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,다목적,1,0,360도전방면,,,182,126.86657984,37.464056813,2021-10-14,0026-V-0002
10,광명시,경기도 광명시 가림로18,경기도 광명시 하안동 684-1,다목적,1,0,360도전방면,,,182,126.868624462,37.465076444,2021-10-14,0010-V-0001
46,광명시,경기도 광명시 오리로 841번길 9,경기도 광명시 철산동 496-3,다목적,1,0,360도전방면,,,182,126.86404138,37.475373065,2021-10-14,0046-V-0003
26,광명시,경기도 광명시 가림로 40,경기도 광명시 하안동 702-5,다목적,1,0,360도전방면,,,182,126.864538301,37.463411884,2021-10-14,0026-V-0003
27,광명시,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,다목적,1,0,360도전방면,,,182,126.86798329,37.490595301,2021-10-08,0027-V-0001
14,광명시,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,어린이보호,1,0,360도전방면,,,182,126.868424811,37.487724531,2021-10-08,0014-V-0001
14,광명시,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,어린이보호,1,0,360도전방면,,,182,126.868533665,37.486891598,2021-10-08,0014-V-0002
14,광명시,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,어린이보호,1,0,360도전방면,,,182,126.868728683,37.486240517,2021-10-08,0014-V-0003
9,광명시,경기도 광명시 철산로 59,경기도 광명시 철산동 243,다목적,1,0,360도전방면,,,182,126.872531322,37.477739938,2021-10-08,0009-V-0001
9,광명시,경기도 광명시 철산로 59,경기도 광명시 철산동 243,어린이보호,1,0,360도전방면,,,182,126.872251931,37.478119308,2021-10-08,0009-V-0002
9,광명시,경기도 광명시 철산로 59,경기도 광명시 철산동 243,다목적,2,0,360도전방면,,,182,126.872023115,37.478559318,2021-10-08,0009-V-0003
15,광명시,경기도 광명시 하안로 392,경기도 광명시 철산동 555,다목적,1,0,360도전방면,,,182,126.872671585,37.471133877,2021-10-08,0015-V-0001
15,광명시,경기도 광명시 하안로 392,경기도 광명시 철산동 555,다목적,1,0,360도전방면,,,182,126.874792295,37.46863129,2021-10-08,0015-V-0002
19,광명시,경기도 광명시 철망산로 68,경기도 광명시 하안4동 23,어린이보호,1,0,360도전방면,,,182,126.875785887,37.4689365,2021-10-08,0019-V-0001
35,광명시,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,다목적,1,0,360도전방면,,,182,126.875857111,37.467074548,2021-10-08,0035-V-0001
32,광명시,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,다목적,1,0,360도전방면,,,182,126.879903085,37.467123858,2021-10-08,0032-V-0001
32,광명시,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,다목적,1,0,360도전방면,,,182,126.877922149,37.466258469,2021-10-08,0032-V-0002
15,광명시,경기도 광명시 하안로 392,경기도 광명시 철산동 555,어린이보호,1,0,360도전방면,,,182,126.874376757,37.468968077,2021-10-08,0015-V-0003
9,광명시,경기도 광명시 철산로 59,경기도 광명시 철산동 243,다목적,2,0,360도전방면,,,182,126.872633402,37.477211987,2021-11-12,0009-V-0004
44,광명시,경기도 광명시 연서일로17번길 18,경기도 광명시 철산동 203-1,다목적,1,0,360도전방면,,,182,126.861866672,37.481537545,2021-11-15,0044-V-0001
16,광명시,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,다목적,1,0,360도전방면,,,182,126.863585171,37.482927218,2021-11-15,0016-V-0001
16,광명시,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,다목적,1,0,360도전방면,,,182,126.864680761,37.482685495,2021-11-15,0016-V-0002
16,광명시,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,어린이보호,1,0,360도전방면,,,182,126.864051429,37.483421523,2021-11-15,0016-V-0003
50,광명시,경기도 광명시 광오로 24,경기도 광명시 광명동 277-5,다목적,5,0,360도전방면,,,182,126.849764478,37.475708806,2021-10-18,0050-V-0001
48,광명시,경기도 광명시 광명로865번안길 9,경기도 광명시 광명동 207-1,다목적,4,0,360도전방면,,,182,126.850661114,37.477359158,2021-10-18,0048-V-0001
28,광명시,경기도 광명시 도덕로 41,경기도 광명시 광명동 724-14,다목적,4,0,360도전방면,,,182,126.85267014,37.46868208,2021-10-26,0028-V-0001
43,광명시,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,다목적,4,0,360도전방면,,,182,126.854835716,37.469660398,2021-10-26,0043-V-0001
43,광명시,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,다목적,4,0,360도전방면,,,182,126.856494794,37.470119308,2021-10-26,0043-V-0002
36,광명시,경기도 광명시 광이로 9-2,경기도 광명시 광명동 156-11,다목적,4,0,360도전방면,,,182,126.857715229,37.478921937,2021-10-26,0036-V-0001
1,광명시,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,다목적,5,0,360도전방면,,,182,126.858473732,37.480760651,2021-10-26,0001-V-0001
2,광명시,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,다목적,5,0,360도전방면,,,182,126.852720889,37.47553546,2021-10-18,0002-V-0003
2,광명시,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,다목적,4,0,360도전방면,,,182,126.854639853,37.475931502,2021-10-18,0002-V-0002
2,광명시,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,다목적,5,0,360도전방면,,,182,126.854388763,37.475344882,2021-10-18,0002-V-0001
7,광명시,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,어린이보호,3,0,360도전방면,,,182,126.847799163,37.477158328,2021-10-18,0007-V-0006
7,광명시,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,어린이보호,4,0,360도전방면,,,182,126.847160194,37.477835948,2021-10-18,0007-V-0004
7,광명시,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,다목적,5,0,360도전방면,,,182,126.847702184,37.478336407,2021-10-18,0007-V-0002
3,광명시,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,어린이보호,4,0,360도전방면,,,182,126.846628118,37.470549348,2021-10-26,0003-V-0001
3,광명시,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,다목적,1,0,360도전방면,,,182,126.845675498,37.471083199,2021-10-26,0003-V-0002
3,광명시,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,다목적,1,0,360도전방면,,,182,126.847381855,37.471628933,2021-10-26,0003-V-0005
3,광명시,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,다목적,4,0,360도전방면,,,182,126.848927505,37.470611296,2021-10-26,0003-V-0006
13,광명시,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,어린이보호,5,0,360도전방면,,,182,126.850603707,37.46639379,2021-10-26,0013-V-0002
13,광명시,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,어린이보호,4,0,360도전방면,,,182,126.851157318,37.467106539,2021-10-26,0013-V-0001
2,광명시,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,다목적,4,0,360도전방면,,,182,126.853207213,37.476351882,2021-10-18,0002-V-0004
7,광명시,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,다목적,4,0,360도전방면,,,182,126.846290793,37.47873686,2021-10-18,0007-V-0001
7,광명시,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,쓰레기단속,2,0,360도전방면,,,182,126.847371797,37.478002726,2021-10-18,0007-V-0003
7,광명시,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,쓰레기단속,2,0,360도전방면,,,182,126.84761838,37.477298704,2021-10-18,0007-V-0005
3,광명시,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,다목적,1,0,360도전방면,,,182,126.846060931,37.471582037,2021-10-26,0003-V-0003
3,광명시,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,다목적,4,0,360도전방면,,,182,126.846067355,37.471598776,2021-10-26,0003-V-0004
25,광명시,경기도 광명시 성채안로 16,경기도 광명시 소하동 1375,다목적,4,0,360도전방면,,,182,126.881707362,37.41122009,2021-11-26,0025-V-0009
6,광명시,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,어린이보호,1,0,360도전방면,,,182,126.846347973,37.442068127,2021-11-23,0006-V-0002

